return_id,order_id,customer_id,product_id,store_id,return_date,return_quantity,return_amount,return_reason,return_status,refund_amount
71450,34855,10213,11567,6170,2024-04-01,1,469.53,Size/Fit Issue,Approved,469.53
71451,16018,17244,11259,8165,2025-01-01,1,266.9,Duplicate Order,Approved,266.9
71452,28978,8938,14643,6309,2023-08-24,1,443.49,Defective,Rejected,0.0
71453,23029,22509,19634,9810,2024-02-20,1,296.47,Size/Fit Issue,Pending,
71454,14162,12479,7860,29657,2025-03-22,3,409.44,Duplicate Order,Approved,409.44
71455,30473,14723,15819,244,2023-03-23,2,379.48,Wrong Item Shipped,Approved,379.48
71456,25092,15658,2470,20899,2024-01-03,1,141.56,Duplicate Order,Approved,141.56
71457,14353,24402,24935,6164,2024-12-17,1,464.97,Damaged,Approved,464.97
71458,19681,29670,6501,16411,2023-05-21,1,421.16,Wrong Item Shipped,Approved,421.16
71459,37473,24890,19378,3967,2023-10-22,2,426.42,Late Delivery,Approved,426.42
71460,13016,13121,29793,28684,2023-03-29,1,586.38,Wrong Item Shipped,Approved,586.38
71461,31036,22004,26461,27398,2024-11-26,1,208.19,Damaged,Approved,208.19
71462,15285,8818,17322,14503,2023-03-13,3,486.27,Wrong Item Shipped,Approved,486.27
71463,19144,23244,22589,4356,2026-02-07,4,738.48,Wrong Item Shipped,Approved,738.48
71464,19937,24083,28206,1800,2026-03-04,1,619.85,Damaged,Approved,619.85
71465,15325,3684,5346,1709,2025-03-03,2,540.16,Defective,Approved,540.16
71466,35811,625,15234,24340,2026-04-17,4,1405.16,Not as Described,Approved,1405.16
71467,34926,16175,20774,15086,2025-10-07,1,361.37,Duplicate Order,Approved,361.37
71468,28375,28241,10484,18154,2026-01-22,1,28.33,Late Delivery,Pending,
71469,15645,6063,24273,21353,2024-08-04,1,212.8,Size/Fit Issue,Approved,212.8
71470,29414,12834,10970,11872,2023-04-30,2,1329.76,Changed Mind,Approved,1329.76
71471,30763,6410,12031,1509,2026-05-01,2,577.3,Wrong Item Shipped,Approved,577.3
71472,30886,14553,14615,23347,2025-10-25,1,385.87,Defective,Approved,385.87
71473,15186,27063,15406,29690,2025-03-15,1,464.81,Duplicate Order,Approved,464.81
71474,11117,17411,29567,18340,2024-12-01,1,91.78,Late Delivery,Pending,
71475,27327,4528,8837,16138,2024-01-28,1,485.5,Changed Mind,Approved,485.5
71476,32801,17082,22986,19680,2024-11-23,1,419.41,Defective,Approved,419.41
71477,21624,18660,451,29474,2026-04-05,2,275.22,Size/Fit Issue,Approved,275.22
71478,32644,9481,6228,5371,2023-10-09,1,224.33,Changed Mind,Approved,224.33
71479,17905,16622,14204,23768,2025-03-28,3,26.43,Wrong Item Shipped,Pending,
71480,12192,15248,10426,25295,2025-06-12,1,149.7,Size/Fit Issue,Approved,149.7
71481,27495,15289,28344,6265,2023-04-07,2,77.24,Duplicate Order,Approved,77.24
71482,33201,12074,4843,16631,2023-10-04,2,978.02,Late Delivery,Approved,978.02
71483,11456,27256,6560,5413,2023-08-30,3,1903.71,Changed Mind,Approved,1903.71
71484,12374,17707,727,18358,2026-05-31,2,127.36,Not as Described,Approved,127.36
71485,34913,30447,21864,22248,2025-05-22,6,1309.44,Wrong Item Shipped,Pending,
71486,34209,9009,27249,1806,2025-02-18,4,1977.8,Wrong Item Shipped,Approved,1977.8
71487,29575,9071,24120,25963,2026-06-21,1,280.68,Size/Fit Issue,Approved,280.68
71488,36332,25935,2155,7732,2023-11-14,2,534.06,Size/Fit Issue,Approved,534.06
71489,32768,2200,12975,8072,2023-05-01,1,217.6,Wrong Item Shipped,Pending,
71490,28912,19772,871,8569,2024-04-15,1,473.69,Late Delivery,Approved,473.69
71491,17833,27534,12397,3205,2026-08-18,1,92.7,Duplicate Order,Approved,92.7
71492,22785,20715,17823,25635,2026-01-06,4,2388.32,Size/Fit Issue,Approved,2388.32
71493,31885,3699,28769,9379,2026-05-07,2,937.0,Defective,Rejected,0.0
71494,23428,22583,1688,22329,2023-06-19,1,527.56,Size/Fit Issue,Approved,527.56
71495,31367,9420,26694,27315,2023-09-25,1,181.03,Duplicate Order,Approved,181.03
71496,24630,4925,21396,19428,2024-10-28,3,172.44,Damaged,Approved,172.44
71497,16324,5329,22701,7857,2026-05-14,4,1033.24,Changed Mind,Approved,1033.24
71498,12015,20407,15545,12187,2025-07-29,2,443.12,Defective,Approved,443.12
71499,12947,938,20750,10063,2025-12-21,4,288.04,Size/Fit Issue,Approved,288.04
71500,27705,23619,21951,28150,2026-04-05,1,232.41,Not as Described,Pending,
71501,23366,8404,28286,29076,2023-07-19,1,258.34,Defective,Rejected,0.0
71502,18206,6499,19915,14027,2024-08-30,1,9.81,Changed Mind,Approved,9.81
71503,19284,1389,28009,9994,2023-09-14,3,837.0,Wrong Item Shipped,Approved,837.0
71504,18315,25656,7719,16608,2025-06-05,6,2031.72,Size/Fit Issue,Approved,2031.72
71505,39681,15364,28788,2784,2026-02-24,1,514.01,Wrong Item Shipped,Rejected,0.0
71506,26910,9665,20416,14315,2023-06-21,2,963.42,Damaged,Rejected,0.0
71507,28432,28174,10254,25352,2025-06-01,3,177.3,Duplicate Order,Approved,177.3
71508,13001,2871,10296,15659,2026-03-02,3,1053.87,Damaged,Rejected,0.0
71509,20319,5597,18164,18256,2024-05-30,2,1014.0,Not as Described,Approved,1014.0
71510,22036,21528,6951,272,2026-08-12,5,2758.15,Duplicate Order,Approved,2758.15
71511,19210,6705,4140,1497,2023-03-10,1,421.24,Wrong Item Shipped,Approved,421.24
71512,26834,22858,2507,3706,2025-09-24,2,576.9,Size/Fit Issue,Approved,576.9
71513,30135,14769,3395,8275,2023-08-16,2,867.74,Defective,Approved,867.74
71514,19703,2934,29103,27301,2024-06-19,2,999.28,Not as Described,Approved,999.28
71515,38684,7066,3130,6091,2026-05-09,1,186.25,Damaged,Approved,186.25
71516,18389,27615,1590,3362,2024-04-01,1,11.72,Not as Described,Pending,
71517,12993,15798,18516,28376,2026-01-29,2,1145.06,Size/Fit Issue,Approved,1145.06
71518,39185,15461,23455,3287,2025-10-29,2,598.24,Defective,Approved,598.24
71519,16301,20315,2830,7674,2023-02-09,1,96.38,Wrong Item Shipped,Approved,96.38
71520,33022,17707,21472,18956,2024-12-27,3,1286.52,Not as Described,Pending,
71521,36888,18159,13512,10987,2023-12-11,2,1086.48,Changed Mind,Approved,1086.48
71522,21253,27155,29897,1358,2023-10-25,3,2084.46,Duplicate Order,Approved,2084.46
71523,30915,30363,23954,25239,2023-07-05,4,689.8,Defective,Approved,689.8
71524,31493,1559,10343,8266,2024-10-30,1,47.34,Size/Fit Issue,Approved,47.34
71525,33361,6567,17907,9566,2023-11-03,2,128.32,Not as Described,Approved,128.32
71526,32767,29626,24485,14442,2023-03-01,1,473.3,Damaged,Rejected,0.0
71527,14545,6889,19633,24204,2023-12-14,5,2598.45,Defective,Approved,2598.45
71528,32831,736,18667,12544,2023-11-24,1,201.39,Changed Mind,Approved,201.39
71529,10389,23214,11566,25903,2023-11-28,2,91.08,Defective,Rejected,0.0
71530,25837,24266,3065,9657,2024-08-01,3,51.96,Late Delivery,Approved,51.96
71531,15847,2215,23773,23503,2023-08-30,4,1912.88,Wrong Item Shipped,Approved,1912.88
71532,12339,3665,27060,21123,2023-11-14,5,101.8,Damaged,Approved,101.8
71533,11601,29422,21153,27158,2024-07-28,5,2126.65,Duplicate Order,Rejected,0.0
71534,32452,10655,23887,24237,2025-10-12,1,348.69,Damaged,Approved,348.69
71535,12891,24544,6617,17676,2024-11-23,1,97.54,Not as Described,Approved,97.54
71536,38826,14374,14937,1952,2023-09-05,1,65.3,Changed Mind,Pending,
71537,16375,3494,8503,23559,2025-07-28,1,406.03,Duplicate Order,Approved,406.03
71538,13095,21782,25759,8610,2023-06-06,1,261.48,Size/Fit Issue,Rejected,0.0
71539,11831,16712,17133,23393,2025-09-03,4,159.84,Changed Mind,Approved,159.84
71540,16329,19461,9733,13615,2026-03-19,3,691.53,Damaged,Pending,
71541,15777,6934,4415,24100,2026-03-26,1,151.26,Size/Fit Issue,Approved,151.26
71542,25966,5343,11167,4547,2024-07-09,1,214.24,Wrong Item Shipped,Approved,214.24
71543,21077,12279,4880,27259,2025-03-07,1,266.36,Defective,Approved,266.36
71544,37598,9864,22032,20270,2026-04-11,2,471.86,Size/Fit Issue,Approved,471.86
71545,33707,3910,10392,15961,2023-10-01,1,443.94,Changed Mind,Approved,443.94
71546,23410,22410,25217,25169,2023-02-25,5,648.3,Damaged,Approved,648.3
71547,20826,9769,27218,9541,2026-03-09,1,162.87,Changed Mind,Approved,162.87
71548,36739,7430,14382,19010,2024-11-19,2,182.24,Late Delivery,Approved,182.24
71549,37727,15982,19705,17307,2025-07-23,3,486.57,Not as Described,Approved,486.57
71550,10063,29773,4120,5293,2025-01-27,1,521.7,Duplicate Order,Approved,521.7
71551,12892,10282,10711,15288,2025-02-27,4,162.64,Wrong Item Shipped,Rejected,0.0
71552,26433,2033,22600,6820,2026-01-28,2,951.02,Defective,Approved,951.02
71553,13569,22216,28688,2975,2023-06-07,2,978.64,Size/Fit Issue,Approved,978.64
71554,27348,20226,26631,9801,2023-12-12,1,78.91,Late Delivery,Approved,78.91
71555,33694,1177,21545,883,2025-10-08,4,1251.32,Not as Described,Approved,1251.32
71556,24191,7323,4903,3639,2024-03-08,4,1441.68,Late Delivery,Approved,1441.68
71557,10220,15193,4432,16515,2026-05-23,5,3018.85,Size/Fit Issue,Approved,3018.85
71558,16751,25561,27771,12642,2025-02-05,1,307.69,Not as Described,Approved,307.69
71559,31056,16794,23026,20030,2024-07-15,1,471.76,Wrong Item Shipped,Rejected,0.0
71560,20035,12232,26283,20748,2025-12-18,4,558.52,Duplicate Order,Approved,558.52
71561,14322,4245,1176,6416,2023-09-28,1,299.54,Duplicate Order,Rejected,0.0
71562,31144,10850,13893,2818,2023-11-06,2,636.4,Duplicate Order,Pending,
71563,29690,26461,29765,7250,2023-03-03,5,644.5,Damaged,Approved,644.5
71564,28776,23048,22918,26732,2025-07-14,1,189.9,Not as Described,Approved,189.9
71565,28024,7237,27741,9958,2026-04-04,1,504.23,Duplicate Order,Approved,504.23
71566,32899,23132,16733,128,2025-01-18,1,538.48,Late Delivery,Approved,538.48
71567,25521,3713,174,28123,2025-04-11,1,590.65,Size/Fit Issue,Pending,
71568,10356,22332,12263,3965,2025-10-23,5,601.75,Late Delivery,Approved,601.75
71569,21021,14381,14400,9105,2024-06-29,1,588.95,Not as Described,Rejected,0.0
71570,26782,4503,6228,19273,2026-05-23,2,448.66,Late Delivery,Approved,448.66
71571,38145,28715,28928,18591,2024-07-22,2,662.22,Wrong Item Shipped,Approved,662.22
71572,37717,12043,10124,21729,2023-11-02,6,2523.72,Not as Described,Approved,2523.72
71573,38905,11855,2323,29681,2024-01-07,1,35.74,Changed Mind,Approved,35.74
71574,13071,1097,24826,7699,2024-03-23,3,416.04,Not as Described,Pending,
71575,39894,10594,12150,9747,2023-07-02,5,2006.35,Late Delivery,Approved,2006.35
71576,22350,13477,14155,18852,2024-09-01,1,201.49,Late Delivery,Approved,201.49
71577,36087,23547,20683,25688,2023-11-12,4,435.88,Wrong Item Shipped,Pending,
71578,39471,21367,3000,11348,2024-01-04,5,1581.55,Size/Fit Issue,Approved,1581.55
71579,36244,5698,4310,4128,2023-05-30,2,714.12,Duplicate Order,Rejected,0.0
71580,16384,1032,1328,14175,2025-12-07,3,1062.18,Not as Described,Pending,
71581,38694,13075,7620,23452,2023-11-16,1,380.05,Changed Mind,Approved,380.05
71582,38760,2709,25818,18281,2025-09-28,6,137.88,Not as Described,Approved,137.88
71583,34558,15041,5937,1815,2023-02-13,3,71.1,Defective,Approved,71.1
71584,28547,4176,6903,27591,2023-05-26,1,499.31,Changed Mind,Approved,499.31
71585,28170,14129,15230,5506,2024-01-26,2,244.24,Damaged,Approved,244.24
71586,14022,27269,6163,9010,2023-06-02,2,1048.82,Duplicate Order,Approved,1048.82
71587,37750,5668,1466,29559,2024-03-18,3,1148.97,Size/Fit Issue,Approved,1148.97
71588,14814,22060,17236,11278,2026-06-03,1,188.49,Not as Described,Pending,
71589,18303,1745,13582,9787,2026-04-01,1,254.09,Not as Described,Approved,254.09
71590,27603,25655,8969,432,2025-12-05,4,1380.16,Wrong Item Shipped,Approved,1380.16
71591,17793,5637,26564,12758,2024-01-05,2,20.02,Size/Fit Issue,Pending,
71592,11942,5638,13465,9587,2023-12-12,2,922.54,Not as Described,Approved,922.54
71593,20223,4699,16776,19159,2023-05-09,2,219.8,Wrong Item Shipped,Approved,219.8
71594,25188,7396,11123,25471,2025-03-13,4,766.32,Late Delivery,Approved,766.32
71595,24143,21635,2861,1889,2026-03-03,1,544.92,Late Delivery,Approved,544.92
71596,28316,1497,27109,10465,2025-07-11,1,512.71,Damaged,Approved,512.71
71597,25026,13847,25903,12701,2026-05-18,1,298.07,Not as Described,Approved,298.07
71598,18019,13009,20055,2657,2025-10-12,3,831.72,Duplicate Order,Approved,831.72
71599,23350,25711,17592,5595,2025-04-28,1,560.82,Late Delivery,Approved,560.82
71600,23142,1348,18116,28026,2024-06-22,2,317.6,Size/Fit Issue,Approved,317.6
71601,32467,6691,10488,1581,2025-05-26,2,132.06,Duplicate Order,Approved,132.06
71602,28257,6886,5108,18457,2026-06-20,1,154.31,Duplicate Order,Approved,154.31
71603,39340,24396,17718,10246,2026-05-13,3,1630.89,Changed Mind,Approved,1630.89
71604,11447,20551,29519,19086,2023-09-18,1,476.59,Changed Mind,Approved,476.59
71605,15619,9633,20392,832,2026-04-01,1,526.91,Duplicate Order,Pending,
71606,24575,12990,25935,15084,2024-04-07,4,1526.48,Wrong Item Shipped,Approved,1526.48
71607,32312,4389,28371,21951,2025-08-14,3,373.05,Duplicate Order,Approved,373.05
71608,33674,8097,24714,10217,2023-10-11,1,92.82,Size/Fit Issue,Pending,
71609,28322,28407,7643,7559,2025-07-14,1,418.07,Duplicate Order,Approved,418.07
71610,24415,3706,23636,3541,2026-06-21,1,74.95,Not as Described,Approved,74.95
71611,11412,22234,10868,1400,2024-04-20,3,1734.12,Damaged,Approved,1734.12
71612,19524,13760,13366,930,2023-04-08,5,1891.05,Not as Described,Pending,
71613,14970,7201,13075,10919,2026-05-13,1,319.26,Not as Described,Approved,319.26
71614,18221,4475,707,18040,2024-07-17,3,644.25,Defective,Approved,644.25
71615,38434,5993,21496,29633,2024-12-17,4,512.44,Size/Fit Issue,Approved,512.44
71616,21422,24803,22886,22443,2026-05-11,4,1344.48,Duplicate Order,Approved,1344.48
71617,26906,26630,17277,10765,2026-08-18,4,2008.92,Damaged,Approved,2008.92
71618,13355,5371,8423,17536,2025-05-25,3,1161.57,Not as Described,Approved,1161.57
71619,23784,10719,24423,22352,2023-02-26,1,313.91,Not as Described,Approved,313.91
71620,11075,14005,25327,6023,2023-11-23,2,701.8,Duplicate Order,Pending,
71621,23239,25126,26049,9541,2025-01-14,3,1892.19,Defective,Approved,1892.19
71622,37858,4404,26686,17483,2024-05-22,1,66.55,Damaged,Pending,
71623,17530,25192,24121,4706,2023-08-17,4,416.32,Damaged,Approved,416.32
71624,27176,1927,23765,19667,2025-05-03,1,71.43,Late Delivery,Approved,71.43
71625,32573,29218,264,9784,2024-08-02,1,532.58,Changed Mind,Approved,532.58
71626,34457,989,11706,21322,2025-10-27,1,440.66,Wrong Item Shipped,Approved,440.66
71627,31153,28313,14031,26236,2023-12-02,1,30.76,Defective,Approved,30.76
71628,18015,12882,16867,18730,2024-12-31,3,1793.25,Late Delivery,Pending,
71629,30021,11948,26994,3385,2026-08-18,1,64.7,Duplicate Order,Pending,
71630,39219,29270,6780,21656,2024-01-21,1,459.24,Defective,Rejected,0.0
71631,13074,29832,9694,26769,2026-03-07,2,882.76,Late Delivery,Pending,
71632,38587,22280,14510,6837,2025-08-23,2,829.48,Late Delivery,Approved,829.48
71633,18957,3379,19001,27803,2023-03-10,2,994.0,Not as Described,Approved,994.0
71634,34622,23635,12246,16848,2025-12-03,1,535.88,Defective,Approved,535.88
71635,26575,14750,22052,16327,2023-10-27,3,1253.28,Defective,Approved,1253.28
71636,14643,23514,21067,14035,2023-11-07,1,111.15,Duplicate Order,Approved,111.15
71637,22366,18261,21851,29820,2025-07-13,2,375.4,Changed Mind,Approved,375.4
71638,19910,12680,11566,1581,2026-08-02,3,136.62,Size/Fit Issue,Approved,136.62
71639,12653,21680,14447,18768,2026-05-31,1,423.38,Not as Described,Approved,423.38
71640,14592,9363,8303,2419,2025-09-19,4,2658.72,Damaged,Rejected,0.0
71641,21203,26125,3066,29576,2026-05-13,2,908.92,Wrong Item Shipped,Approved,908.92
71642,12363,2162,4865,1998,2026-04-14,1,114.62,Duplicate Order,Approved,114.62
71643,20014,29386,25240,20224,2023-08-17,2,911.92,Duplicate Order,Approved,911.92
71644,38106,7871,8441,23198,2023-07-30,1,110.06,Late Delivery,Pending,
71645,26197,3792,2492,6284,2023-04-04,2,55.04,Wrong Item Shipped,Approved,55.04
71646,18556,22739,22757,27599,2024-01-22,1,74.9,Defective,Approved,74.9
71647,38629,1479,3235,26070,2025-01-12,3,586.89,Not as Described,Approved,586.89
71648,31595,11767,25485,16412,2025-12-21,3,537.24,Not as Described,Approved,537.24
71649,20855,9659,12846,5289,2025-02-15,5,3521.45,Wrong Item Shipped,Approved,3521.45
71650,27885,11097,10169,13652,2023-12-21,2,180.28,Not as Described,Rejected,0.0
71651,28323,24898,24208,14175,2025-03-23,3,1239.87,Size/Fit Issue,Approved,1239.87
71652,34140,30052,3575,29393,2025-01-12,1,447.02,Damaged,Approved,447.02
71653,13623,21390,29757,18391,2024-11-03,4,957.56,Size/Fit Issue,Approved,957.56
71654,24741,10248,18845,19432,2024-12-19,2,787.84,Late Delivery,Rejected,0.0
71655,37553,27153,6824,21645,2025-08-25,4,834.52,Size/Fit Issue,Approved,834.52
71656,37164,14566,5746,14138,2023-02-25,1,235.39,Damaged,Approved,235.39
71657,17676,10446,11481,21110,2023-08-12,1,41.54,Not as Described,Approved,41.54
71658,14683,3631,16736,24095,2024-03-25,1,397.33,Size/Fit Issue,Approved,397.33
71659,20244,22710,16083,18700,2024-10-11,1,438.89,Damaged,Approved,438.89
71660,31986,2465,13598,27124,2023-05-02,1,504.56,Not as Described,Approved,504.56
71661,19374,14241,7490,5555,2023-07-30,4,339.8,Wrong Item Shipped,Pending,
71662,24027,17244,4130,4910,2024-05-16,5,1829.45,Late Delivery,Approved,1829.45
71663,21270,26570,6923,9449,2023-11-22,3,919.08,Duplicate Order,Approved,919.08
71664,33300,27081,3701,5998,2024-02-20,1,573.34,Size/Fit Issue,Pending,
71665,17649,7051,4202,18280,2025-11-04,2,578.74,Changed Mind,Approved,578.74
71666,22058,30319,22811,17050,2025-06-14,1,44.37,Duplicate Order,Pending,
71667,13637,13816,12123,3167,2025-09-24,5,406.05,Late Delivery,Approved,406.05
71668,36195,28610,2429,8723,2023-09-17,4,1862.48,Changed Mind,Rejected,0.0
71669,39766,13491,23228,27619,2024-10-25,2,193.56,Size/Fit Issue,Approved,193.56
71670,23212,20737,13378,25936,2025-01-02,1,37.5,Not as Described,Approved,37.5
71671,39345,13471,9906,9160,2026-02-22,1,74.32,Late Delivery,Approved,74.32
71672,10397,15885,26397,26401,2024-11-10,1,297.36,Duplicate Order,Rejected,0.0
71673,11315,7323,22781,28117,2026-01-10,6,751.56,Changed Mind,Pending,
71674,36229,11552,29835,28297,2026-05-26,6,3463.62,Late Delivery,Approved,3463.62
71675,19913,5400,23995,240,2024-11-06,2,327.7,Changed Mind,Approved,327.7
71676,22638,17418,12788,4970,2025-04-02,5,2944.9,Not as Described,Approved,2944.9
71677,16776,29480,26380,20864,2023-08-23,2,1027.48,Duplicate Order,Approved,1027.48
71678,13610,19258,18332,11072,2025-02-15,2,434.84,Late Delivery,Approved,434.84
71679,19049,21021,13505,23130,2024-04-16,1,15.25,Size/Fit Issue,Approved,15.25
71680,22016,13676,24261,26345,2023-07-25,3,434.61,Duplicate Order,Approved,434.61
71681,25911,777,20197,14168,2026-05-25,3,73.23,Not as Described,Approved,73.23
71682,31960,4652,28703,10561,2024-12-19,5,2715.9,Changed Mind,Rejected,0.0
71683,13078,13929,17595,2754,2025-06-27,1,370.74,Wrong Item Shipped,Approved,370.74
71684,31139,17239,17862,1336,2023-08-19,3,1042.05,Damaged,Approved,1042.05
71685,12812,8786,14446,3228,2024-05-11,1,420.27,Not as Described,Approved,420.27
71686,27656,17363,1244,12366,2025-12-26,3,1402.56,Late Delivery,Approved,1402.56
71687,27112,27887,6832,24104,2024-02-11,2,330.16,Size/Fit Issue,Pending,
71688,26572,13890,21920,10049,2025-02-11,2,379.4,Wrong Item Shipped,Approved,379.4
71689,18410,10301,3550,12171,2024-03-20,2,1270.28,Defective,Approved,1270.28
71690,23842,5289,2181,11812,2025-11-24,2,808.66,Size/Fit Issue,Approved,808.66
71691,38592,1317,7782,7141,2026-08-18,6,1291.74,Not as Described,Pending,
71692,30935,30437,3349,19393,2023-11-23,6,484.56,Damaged,Pending,
71693,23194,23541,8805,3184,2023-10-25,1,549.26,Wrong Item Shipped,Approved,549.26
71694,37361,7481,8542,17661,2024-12-30,1,232.24,Wrong Item Shipped,Approved,232.24
71695,29445,3614,28202,11914,2026-01-31,2,634.84,Size/Fit Issue,Approved,634.84
71696,39364,18014,1221,26175,2024-10-27,5,2224.4,Size/Fit Issue,Rejected,0.0
71697,21468,20711,18255,19611,2026-08-18,3,1369.5,Damaged,Approved,1369.5
71698,17470,20563,11659,20412,2023-03-06,2,918.0,Late Delivery,Approved,918.0
71699,19507,8297,11114,14712,2023-06-18,1,265.9,Damaged,Approved,265.9
71700,17668,25234,26086,11855,2024-02-17,3,114.81,Not as Described,Rejected,0.0
71701,22528,11575,26699,3813,2025-11-21,2,937.38,Damaged,Rejected,0.0
71702,22422,10985,27549,15976,2023-09-01,2,966.4,Damaged,Pending,
71703,38620,6742,18017,12623,2025-05-17,2,230.64,Duplicate Order,Approved,230.64
71704,17292,3052,5250,28624,2025-05-04,1,57.97,Size/Fit Issue,Approved,57.97
71705,35976,11998,7755,1061,2026-04-01,3,2109.45,Changed Mind,Approved,2109.45
71706,22514,4815,19154,6725,2024-05-30,1,282.5,Late Delivery,Approved,282.5
71707,34259,9039,5062,25539,2023-05-30,1,257.59,Damaged,Approved,257.59
71708,23190,11426,23229,14786,2024-01-23,4,34.48,Duplicate Order,Approved,34.48
71709,26932,21186,27280,26414,2025-07-10,1,165.29,Wrong Item Shipped,Pending,
71710,25429,28948,10996,5808,2025-04-22,2,317.78,Changed Mind,Approved,317.78
71711,12822,17675,12238,3475,2025-08-23,1,210.94,Size/Fit Issue,Approved,210.94
71712,18601,24395,19557,29452,2024-11-28,1,81.96,Damaged,Approved,81.96
71713,24473,13719,11566,26973,2023-08-29,3,136.62,Size/Fit Issue,Approved,136.62
71714,21964,28676,2347,7228,2026-05-04,1,120.16,Size/Fit Issue,Pending,
71715,11355,1096,15103,16837,2025-10-07,2,699.28,Size/Fit Issue,Approved,699.28
71716,22351,27059,26105,24196,2025-06-02,1,403.52,Duplicate Order,Approved,403.52
71717,18184,1902,11231,16299,2024-04-08,2,723.92,Damaged,Pending,
71718,30111,16973,12522,24440,2024-01-19,2,339.34,Damaged,Approved,339.34
71719,17578,5096,12107,19962,2024-02-21,4,26.68,Wrong Item Shipped,Pending,
71720,24163,1893,29133,11317,2024-02-04,3,1832.43,Duplicate Order,Pending,
71721,35011,25272,11352,12928,2024-05-06,2,178.3,Damaged,Approved,178.3
71722,22730,14136,17978,7525,2024-10-07,5,3159.45,Damaged,Approved,3159.45
71723,27592,17355,18680,22704,2023-04-03,3,1817.79,Size/Fit Issue,Approved,1817.79
71724,12007,7624,6564,20272,2023-04-23,1,123.45,Duplicate Order,Approved,123.45
71725,35803,3230,5109,21822,2024-08-13,3,265.23,Late Delivery,Pending,
71726,25708,5156,10566,3067,2023-11-11,4,1715.8,Not as Described,Approved,1715.8
71727,25625,19144,6009,7015,2025-03-16,3,1494.87,Duplicate Order,Approved,1494.87
71728,12859,23784,397,1227,2026-01-17,1,478.7,Duplicate Order,Pending,
71729,23656,27391,19092,23228,2023-03-16,2,215.92,Duplicate Order,Pending,
71730,25264,7827,14258,21953,2024-02-03,3,1271.94,Late Delivery,Pending,
71731,11349,8740,24591,7379,2023-02-06,2,582.9,Not as Described,Rejected,0.0
71732,25065,27656,19258,22810,2025-06-15,4,183.76,Duplicate Order,Approved,183.76
71733,38276,30397,7109,26629,2024-05-13,1,95.51,Defective,Pending,
71734,24556,17416,26116,23083,2025-11-26,2,917.44,Duplicate Order,Approved,917.44
71735,26361,29840,19379,18811,2023-05-26,2,35.12,Late Delivery,Approved,35.12
71736,37849,16687,6816,10096,2026-05-28,2,578.58,Late Delivery,Approved,578.58
71737,31796,14006,11163,16870,2025-03-01,1,450.78,Not as Described,Pending,
71738,28960,27672,8866,881,2026-08-18,2,757.66,Size/Fit Issue,Approved,757.66
71739,15557,24577,20338,13974,2026-06-09,2,221.98,Defective,Approved,221.98
71740,13261,20946,17804,13469,2023-09-05,1,75.39,Changed Mind,Approved,75.39
71741,28267,8029,3457,20454,2026-08-18,1,571.16,Wrong Item Shipped,Pending,
71742,14789,26845,23690,4961,2023-03-03,1,68.54,Changed Mind,Approved,68.54
71743,38790,26301,611,12518,2025-09-29,4,2202.84,Size/Fit Issue,Pending,
71744,14863,11633,6449,28881,2026-06-09,2,1038.12,Damaged,Approved,1038.12
71745,13295,7115,548,23960,2025-12-19,1,266.48,Size/Fit Issue,Approved,266.48
71746,20456,29717,13978,13224,2024-09-07,2,337.96,Duplicate Order,Approved,337.96
71747,26387,4618,13733,19936,2026-01-10,1,61.17,Not as Described,Approved,61.17
71748,22165,22514,17160,6887,2024-09-04,5,1313.3,Changed Mind,Approved,1313.3
71749,31399,30459,10331,709,2025-09-04,2,777.66,Duplicate Order,Approved,777.66
71750,23742,11124,18739,2227,2026-03-04,2,226.64,Damaged,Rejected,0.0
71751,23358,10826,10348,12442,2024-07-22,3,30.96,Wrong Item Shipped,Approved,30.96
71752,10585,10167,9675,17031,2026-08-18,4,878.32,Late Delivery,Approved,878.32
71753,11348,22638,8653,3609,2023-10-13,3,89.28,Wrong Item Shipped,Approved,89.28
71754,27834,22847,4469,23812,2026-05-24,1,70.44,Changed Mind,Approved,70.44
71755,39318,20906,20528,3202,2026-02-23,1,268.83,Late Delivery,Approved,268.83
71756,32237,11613,20203,9772,2025-07-23,2,683.5,Duplicate Order,Approved,683.5
71757,29661,28086,17201,19540,2026-02-11,4,157.92,Size/Fit Issue,Approved,157.92
71758,31412,22417,8540,20148,2026-02-08,3,1615.11,Damaged,Approved,1615.11
71759,33945,7834,17446,402,2025-05-03,1,27.16,Defective,Approved,27.16
71760,20873,19256,4702,6738,2025-05-01,4,471.44,Defective,Pending,
71761,35881,9846,24284,20258,2026-01-04,1,438.88,Not as Described,Approved,438.88
71762,26407,19165,20088,21117,2024-03-02,2,598.52,Duplicate Order,Rejected,0.0
71763,16294,15569,27014,19734,2026-07-01,2,244.74,Late Delivery,Approved,244.74
71764,35819,15651,5173,94,2024-05-11,3,1261.95,Defective,Approved,1261.95
71765,18926,24815,993,23943,2024-06-17,1,320.36,Defective,Approved,320.36
71766,26486,28413,5550,9969,2025-07-20,2,749.34,Size/Fit Issue,Approved,749.34
71767,16367,13703,9884,13397,2026-08-01,3,1318.38,Damaged,Pending,
71768,24275,24420,13615,1774,2024-12-10,1,400.53,Wrong Item Shipped,Approved,400.53
71769,17571,4311,28744,3788,2023-02-22,1,392.74,Damaged,Pending,
71770,25093,6124,27934,22650,2023-07-06,2,1367.66,Changed Mind,Approved,1367.66
71771,23291,5367,19510,29679,2025-11-07,1,402.14,Changed Mind,Pending,
